31103	7	18134
6136	3	11288
35171	6	39561
19122	1	37538
31169	6	32985
36037	6	40483
5264	6	17091
16326	1	1252
20455	6	33942
12602	6	24693
28305	6	17012
35488	6	38940
7478	6	2364
6557	6	40052
20392	6	1121
6320	2	34844
27072	1	30387
39037	1	34784
30795	1	6160
19682	1	3665
23239	1	37364
22604	1	30220
39662	1	21825
30891	1	17530
21905	8	29432
35922	1	11605
30439	4	5528
9716	7	32359
509	6	3854
5484	1	34657
22846	1	24999
12082	1	20074
13985	5	5413
26294	1	1944
24011	5	5413
3306	1	17359
7514	1	6334
20588	1	22526
5943	6	31842
11255	6	29366
29966	0	29155
18643	1	14436
24128	10	26195
3554	1	25478
16008	6	20468
2758	1	21144
11854	1	5605
29130	1	12636
5291	1	10439
2364	6	7478
11099	6	29910
16969	1	17038
6294	1	7662
1627	6	40006
30511	5	1303
23753	10	17728
35713	2	34157
1016	5	36132
26425	5	28943
27529	6	29302
15397	6	35844
7452	1	4695
28653	1	35444
9212	7	13338
21614	1	20243
33450	1	6668
27638	1	32364
20606	6	19360
23572	6	21871
19250	6	30735
25877	6	21037
6551	6	30123
38252	1	24286
33667	6	10451
9517	2	17645
15303	1	40117
17549	6	35204
35765	1	40110
26207	1	35444
7725	6	33060
30252	1	32717
6344	3	19502
22819	7	37172
40089	6	33163
3193	1	20083
35319	6	24042
4791	1	11566
18901	1	29956
14148	1	14579
16509	10	29383
11397	6	26472
15729	1	16213
5400	6	7630
3357	6	12976
27223	6	24050
24913	5	33712
10044	6	25222
18697	6	7511
27244	5	28943
17665	2	34157
26058	6	538
9044	6	28254
8414	6	665
19693	1	30975
11763	7	27709
3835	2	25108
29509	6	16052
34409	1	19422
9856	6	34363
27375	1	33197
24434	6	5502
11301	10	9642
30612	10	38607
7373	6	11605
17559	1	31867
17879	1	37560
32488	7	33910
2435	4	1653
1492	6	9411
15858	9	34808
22863	1	6647
15606	4	397
21091	7	24758
6375	2	24575
13448	2	3529
13332	1	471
26544	1	31479
21991	1	31927
6359	6	15482
4260	1	39386
8627	1	9546
29558	6	7767
8062	6	35222
5951	6	28491
10725	1	2841
40018	1	320
7193	1	36455
34691	10	7901
2865	1	4710
23218	7	24394
11222	1	12281
22893	7	33381
13901	1	17565
39224	1	4070
21039	1	18839
17766	10	39163
26912	1	1538
23240	6	29322
39383	1	5916
2396	5	12427
16740	6	26326
34157	1	5624
15720	2	11214
21247	5	25561
12411	1	30988
38602	10	20907
19628	6	16315
21905	8	10508
8212	6	25483
25816	6	39725
29636	1	4391
19127	1	11124
37885	1	14312
6385	6	14035
37538	1	38884
10164	1	28066
24306	6	1688
39207	1	37364
30656	1	16960
36661	0	7332
30560	10	38093
36263	6	18977
433	2	24575
3026	1	10683
1942	5	18173
17922	5	17810
32319	1	29452
16903	1	37170
13856	6	34692
39363	6	11466
16700	1	34722
37149	6	37445
3127	1	29573
17622	6	4841
4544	6	28542
23677	1	4461
12264	6	20732
20962	1	6048
31037	6	21348
17703	6	22912
25768	2	4506
39844	1	11113
19363	7	19963
11059	10	15547
35015	2	38602
33138	1	4804
1116	7	24787
37520	1	16567
13548	4	17274
15726	6	17250
33636	1	35855
26549	6	26129
6344	8	13648
15520	6	38483
34162	7	22954
17091	1	19057
8527	6	32565
8585	6	18477
32740	1	11109
32096	7	22692
18993	6	18761
6344	3	36927
38942	6	21289
7516	1	38395
7494	6	28790
19320	6	22250
32995	1	39462
14705	2	34157
38455	1	36807
6344	3	24015
34864	7	11078
19269	6	37372
16183	6	4520
22425	10	23417
28848	8	35540
38120	6	21389
21108	4	27121
28542	6	4544
14518	6	27489
20894	6	23869
5544	6	2573
18955	6	29507
6636	5	26986
37730	6	17576
25427	10	22776
18977	1	25014
13513	1	8063
12600	6	19714
19286	10	40154
40241	7	17563
40318	6	29556
15607	6	27994
25376	6	21250
35950	1	21061
30084	1	5624
23960	1	14948
1085	10	5970
27312	1	15227
37146	6	17767
32815	5	5413
36892	1	35669
3519	1	25276
20527	10	36013
16328	10	18347
14295	10	25826
19259	1	8884
4413	6	19193
36460	1	22272
29198	1	13706
25718	6	36213
2154	1	19496
18688	1	19366
30560	1	28485
16805	6	40519
1080	1	25552
25150	1	37516
17247	0	20424
7511	1	7770
37943	6	16268
24353	1	35141
217	1	472
38634	7	30111
34556	6	23226
39408	5	2378
14454	2	17645
9182	1	320
29922	6	20504
39332	1	7780
34878	1	10759
21243	6	22672
14461	6	23309
9414	6	5932
22415	1	23804
2450	1	29
10408	1	6040
7611	1	3639
8595	4	21106
8785	5	20469
18290	1	4902
14943	5	36132
16748	0	2148
15603	7	11830
13500	2	34157
8510	6	23692
26603	6	13351
2183	1	38395
8564	6	34830
20438	6	8
23851	1	5916
30632	1	22554
26349	1	10504
12679	1	38693
14429	6	31500
14242	6	4519
39909	10	19428
16509	10	4343
14042	7	38321
11620	1	14534
5325	2	17645
18563	1	35235
28633	6	13573
11029	6	33565
28282	6	38928
9590	7	35163
33282	7	20218
40365	2	11214
39061	6	12048
21974	5	28311
18514	5	7330
3295	6	6658
15706	1	30703
30559	1	31000
37345	8	676
28181	1	23731
740	7	36771
10602	6	22789
13022	1	24096
35715	1	34539
25058	6	39644
19091	1	13726
35070	1	34230
25115	2	10434
22283	1	28115
19864	10	40016
40385	1	8782
18082	6	20952
20515	6	8854
33165	1	5961
35210	1	35228
39110	5	37171
3507	10	28025
15607	6	30450
941	6	23195
5769	1	5916
36365	3	6696
31339	10	26986
37335	6	34325
33877	6	37892
6808	6	9728
30531	6	33993
15941	1	10848
28170	6	2160
10011	6	5453
26042	1	24608
36625	10	15325
21130	1	34604
5883	10	18504
36842	1	24008
15824	6	22895
36939	6	11674
28176	1	3956
13882	1	34400
6832	6	35492
8721	6	37817
39509	6	18576
33485	3	26344
18786	1	7041
23555	6	10490
36008	1	19384
32755	5	33652
21964	7	23955
20687	1	23788
30075	5	22194
28766	1	30975
3897	6	33874
20813	4	32079
32594	6	5869
10175	10	17490
23141	10	39929
40201	5	31283
22276	1	32075
22483	6	13791
6344	8	17493
6402	1	13930
6344	3	15638
19298	6	8803
23014	1	3696
26588	6	963
5839	1	6772
21462	1	2109
29894	1	35444
27938	6	21482
18100	6	18843
24437	10	33979
35510	1	6382
5069	6	9127
48	1	26465
39753	6	30660
4425	4	6164
20894	2	39727
1031	1	20384
14097	1	27511
6404	6	22758
9969	1	38047
11057	1	12808
18049	1	20067
10444	10	16755
7235	1	37421
2354	5	24547
30666	1	20278
5414	7	8258
30387	6	18864
35838	1	4783
8259	2	34157
1139	4	26990
18834	1	21628
14056	1	37455
3117	1	29956
20720	6	34669
15711	6	18935
22935	6	24040
1323	6	6961
29069	7	39573
6152	7	18421
15705	6	31162
24463	1	9826
3576	1	7491
29315	2	4328
8504	1	11566
6127	6	37738
24725	1	10404
25483	6	15841
19304	6	34170
31444	6	25535
30767	6	19146
27568	1	12764
22370	5	23350
36533	1	29262
40439	1	35336
28848	8	8486
29576	7	11668
20572	1	38982
24135	1	28095
760	1	8583
10059	7	21855
36050	6	11319
182	1	30629
7972	6	37756
3444	1	34638
15569	1	35444
21905	8	9615
23097	6	30570
13184	4	21309
30895	1	33269
5966	6	35282
37766	1	38476
31618	6	6792
29870	1	3774
36480	6	24688
29767	1	26013
22422	1	8629
5522	6	5868
20670	1	13330
33898	1	18023
12453	6	4802
8564	6	16849
34864	7	27894
35314	7	19607
22638	6	38962
7206	6	28545
12151	6	4744
38849	1	23531
21831	1	9523
30622	10	32356
36803	6	7865
20476	10	14525
10070	1	5838
16949	1	10463
16430	1	17010
24705	4	27882
2476	10	3380
19829	1	5529
11913	1	26757
24528	6	22749
36501	6	2673
26427	5	5413
5251	6	32080
27277	1	15824
21312	7	19860
19475	1	951
23744	7	5574
13520	1	39578
23270	10	13912
22092	6	31872
11482	1	5266
25312	6	33789
7000	6	32323
31328	0	29464
17441	1	12756
19418	1	30975
40099	7	1785
38334	1	29737
37770	1	7529
25158	1	17530
4509	1	40202
390	6	24467
20	6	40471
4733	1	40421
20488	7	27058
28259	1	29324
33891	5	37405
2467	1	783
39605	6	30666
15471	5	178
1711	6	14893
39386	6	10306
20632	1	24588
18380	1	6918
15156	6	37585
5628	6	24948
20187	6	23442
40049	6	3320
15330	7	11167
8532	6	36521
23910	10	35364
35034	6	10338
24949	1	29947
6222	1	10470
14184	7	12383
15125	1	34294
17417	1	452
38634	7	8024
30116	1	11727
2381	1	4328
23214	6	9916
8418	1	35222
12617	3	19341
33458	1	29172
4775	10	14967
25305	10	36365
32308	1	39729
1353	1	17717
18143	6	7057
4285	7	30646
24041	10	10935
38876	1	18363
39995	7	33754
2010	6	27790
1500	10	8674
21762	7	24458
30700	1	16269
32352	10	37501
9743	1	15333
33271	1	14309
16718	1	29565
29480	1	5624
3784	1	13464
20664	5	26141
24076	10	18628
31511	1	2438
6694	10	30984
19624	1	11723
34329	6	25580
26973	1	5171
35140	1	2899
785	5	3184
12173	1	20339
11279	4	219
32508	1	10565
21319	6	6294
10612	10	12884
30369	1	31015
34299	4	2922
4233	1	16239
40084	8	899
5993	6	10848
27807	1	5993
5013	6	19221
4277	6	39562
38469	1	38595
37503	6	1580
16007	1	12285
11284	7	17937
18004	6	19865
31613	6	38104
28848	8	25911
20768	6	16701
1185	1	28501
9885	1	11243
18181	10	31754
35511	1	35444
32886	1	10776
13223	6	2816
13098	1	40533
36857	1	5768
27875	6	28568
37835	6	30583
31715	7	7254
15597	1	33493
34864	7	24205
34410	7	2948
507	6	19820
582	1	28532
16910	1	14924
27064	1	38395
24738	10	30296
10006	1	24096
3420	5	1042
19523	6	37335
36761	1	322
19999	1	15317
7574	6	16243
2734	6	6325
23019	1	13180
18353	1	30975
36918	1	6109
13695	6	30172
26794	6	36753
32323	1	31930
21868	1	24277
22064	6	37890
5854	7	32336
14922	1	30405
10657	1	27705
26715	6	5437
34044	1	7585
16468	1	17704
5339	6	14219
17365	5	22273
14092	1	465
10436	1	24096
28583	6	969
10377	1	34910
39009	6	23682
5785	1	18773
32028	6	36232
1581	1	17259
1580	1	12250
38787	6	36773
1926	1	219
4697	1	29813
28732	1	7218
37035	1	17530
10980	6	36295
15677	6	33592
1386	1	20420
8751	7	24296
40084	8	14732
32088	1	1538
25438	2	34844
21401	6	5356
12372	7	11683
2423	1	24593
8346	1	1153
37847	10	29726
16955	2	25804
39586	1	15428
2458	2	751
2411	6	28966
21009	7	8881
28505	7	6017
7153	1	34638
22152	1	33703
8335	6	31084
18492	1	33986
3966	6	22882
35948	7	4962
30524	1	28802
12717	7	26349
4422	6	15338
10324	0	28421
14016	6	28988
28844	1	38106
249	1	4279
799	2	34157
27565	1	13726
4795	1	27191
7076	10	16970
31881	6	6289
4866	1	11068
22182	7	7256
2793	7	20309
21222	2	12304
37367	1	10565
8233	1	35444
27930	6	18151
27423	1	34099
30163	6	23998
27572	1	33787
16670	6	17131
10067	1	13712
30428	1	34143
30834	1	14312
22563	1	8288
2528	7	31251
14919	1	5431
35631	6	11959
11923	1	18607
24262	1	39080
32745	1	23049
3581	7	36883
14625	1	27438
18483	6	2997
33653	1	35669
21017	1	24566
463	1	34657
11294	7	32974
12151	4	6415
11132	5	13807
11031	5	10211
40059	10	31346
13217	10	6848
11490	1	3189
3395	10	3471
22582	7	37250
21252	6	38025
2050	6	8302
23441	6	34283
917	1	34714
18062	7	4163
39559	6	16999
30768	6	7290
2039	6	8143
3071	1	33467
22847	6	32051
27519	1	5535
29243	1	4768
22338	1	22915
24905	1	16829
13976	10	10033
39201	1	36297
31927	1	22694
9339	1	12794
17704	1	8928
21871	6	23572
16026	1	5147
35347	6	1870
6811	6	354
1023	6	36356
6173	1	14579
1154	1	30975
17817	6	24755
24226	4	15606
1854	1	3825
32681	1	19805
13409	6	18516
2779	6	16466
1315	6	22814
37740	2	7751
9140	1	34258
21853	1	25009
22228	1	5327
32172	7	12836
24554	1	35946
31224	6	10872
38475	1	3498
478	1	5916
15680	1	31746
20798	7	30867
4582	1	7213
29203	6	26257
21145	10	34565
39751	10	19582
21060	6	31260
35164	1	10419
5580	1	12326
7962	1	36156
18465	1	35444
27639	7	26246
37406	1	31737
32705	5	24785
18473	6	20748
22001	6	30570
8441	4	12935
16869	6	40209
6344	3	13719
20314	6	7993
30282	1	20074
5264	1	26751
4889	1	14924
36714	1	39054
1377	6	33303
18409	1	22201
32273	10	8942
11960	1	19296
3021	7	20610
37746	6	38168
9444	1	3541
29760	6	10243
30669	1	5781
39622	6	30972
26481	6	10085
35351	2	35501
28848	8	9343
14133	10	37770
9294	2	15746
16273	7	17688
20932	1	30369
17725	6	794
13210	1	7883
35034	1	29546
37910	6	39915
3028	7	4446
32799	6	23472
27502	1	28186
6136	10	4478
32043	1	18083
31305	6	27767
30965	10	27189
16508	1	6314
12477	6	11537
36485	6	7304
26286	6	21105
6344	3	1384
28294	6	36758
14488	1	8562
33704	6	12490
4425	4	39545
12375	1	3577
14722	6	40428
19718	1	2973
3309	1	8183
27920	6	32682
10927	6	9599
22842	6	20268
26751	6	19057
17508	6	20326
20686	1	38132
17894	10	2502
36370	1	1765
8063	6	30138
29172	10	14023
36681	7	20337
8026	1	30975
12792	1	35444
31472	1	11628
18971	6	21226
22640	1	449
16389	1	12267
26324	2	26170
7742	1	2492
27468	1	20876
17966	1	16457
1299	4	38815
2793	7	33408
4991	1	4703
23217	1	8686
23060	10	24263
4458	6	8772
30112	6	551
108	0	24283
19766	1	15724
10654	6	12453
7057	2	34157
20894	6	40483
34186	10	22825
5358	6	3353
7354	1	608
25077	1	15802
20474	1	13223
5057	6	10872
22991	10	11884
3882	2	37914
38932	1	3116
34500	1	33398
8651	7	37244
7076	5	35335
9892	1	35702
2251	1	35834
31145	1	34751
8337	1	30000
32601	1	38741
15668	1	23711
24968	10	14406
34766	1	31637
11070	6	22970
2036	6	40461
17026	1	5227
37011	5	25561
36793	7	38564
6136	3	19502
21545	6	39901
40479	10	11612
34193	6	39688
12256	1	18247
8696	1	30230
16018	2	23731
10267	6	4984
26115	1	1705
1611	6	34932
23936	1	8183
15132	6	28047
36480	6	19942
13092	1	11422
32897	6	26507
22486	1	21040
7202	1	24816
24448	6	16796
25461	10	11813
40510	1	31095
4074	6	28386
3013	6	23658
5461	6	13560
36740	6	38306
24331	7	23439
7329	1	8782
22341	1	38794
29481	2	37304
9077	6	2644
22590	7	18075
20717	6	4366
31030	6	40333
30426	1	34441
20482	6	31614
40001	6	1666
35027	6	14520
35022	1	19876
17221	6	33699
23414	10	28682
14266	1	21896
33900	1	19160
32963	1	31903
7440	10	37327
24099	6	9930
13367	6	35759
13327	6	25885
25610	7	18201
35397	2	30713
28649	1	16862
3967	7	35810
23029	6	26668
675	6	22134
33499	7	7231
18522	1	35759
39727	6	8197
2914	10	40484
34899	6	23602
11616	6	16610
14346	1	15526
33636	6	9976
25288	1	5160
11233	6	1497
21209	1	39635
19500	6	31225
21015	6	29274
23492	1	14312
27892	6	13207
16826	1	37004
7296	6	6087
23099	1	21877
15153	1	24096
22779	1	33703
25778	7	7889
24575	1	20013
15879	1	929
30242	7	26770
19385	1	25869
2172	1	19761
3220	5	33712
38462	1	37712
5455	1	17530
33930	1	8782
26608	1	11422
33320	6	17261
4789	6	27384
23702	1	9185
25443	1	3076
27536	6	9874
38634	7	12666
7271	6	35637
29099	6	20437
12473	7	35296
16201	7	17404
4973	1	21873
2466	6	19537
27521	6	18738
6922	10	36014
2877	6	26039
40311	10	32744
28410	1	25242
8188	7	8859
24040	1	22142
38043	10	9991
30883	1	5711
30252	6	33164
1459	1	3332
11691	6	24517
3539	10	3520
21810	1	2036
13143	2	20154
14145	1	1569
22582	7	20488
8078	6	25756
4226	1	11566
12462	1	35842
18175	1	38894
20929	6	10606
31631	6	30168
27259	6	4402
7228	5	11967
9340	6	4305
17614	6	38738
7194	6	9115
40489	6	35476
19960	6	13193
39563	4	4936
32978	10	8728
19276	6	18580
12080	1	34714
21882	6	24633
40071	7	25155
3137	6	25590
36920	1	2724
24157	1	10316
33829	6	9219
35834	6	1944
213	1	8183
13078	1	25593
14711	6	31634
1943	6	35565
14048	1	14924
23687	6	491
10571	1	15824
18172	6	20349
30749	1	24096
6344	3	11554
26564	1	18122
12227	6	10793
23908	6	1511
28661	6	799
31240	6	21043
19662	1	27411
11241	1	19296
25954	1	16436
1249	6	34157
27136	1	17380
19015	6	24339
8907	6	17738
350	6	39841
32812	6	16588
6035	6	22112
38709	1	36356
8460	6	31694
13286	6	33394
38611	1	15814
13133	6	1672
15070	6	15747
37305	6	22507
17708	6	20078
10913	1	29100
20490	0	39433
11931	10	15097
23087	1	12281
36756	1	2420
152	6	17953
22045	1	3252
10881	10	11909
27618	6	769
40197	5	40395
10746	10	8976
38333	6	25189
27894	1	34657
33086	1	30975
4229	1	1196
33111	6	5933
17408	1	24055
9425	0	20819
38117	7	12380
27655	1	6772
12490	6	17725
36252	1	22212
19726	6	39004
5641	6	17049
38667	1	9030
18209	1	24096
27664	6	20426
20168	1	15580
18113	1	6179
34121	1	21693
12268	1	35301
22559	1	16155
2343	6	9797
30967	1	5160
35157	6	6837
18663	2	37990
40312	6	633
10484	6	40548
28435	1	35491
6393	1	25231
34476	1	32383
13811	5	15247
36101	5	9765
7309	1	15636
33773	1	8205
34308	1	40198
36365	3	23152
23721	1	15534
14468	6	17221
6344	3	1536
13133	6	11002
33155	1	6772
8740	6	34025
10885	1	29737
7161	6	6962
22590	7	14428
34417	6	11879
7993	6	8812
31622	6	22071
12599	2	11214
14365	1	7507
18376	5	5413
15720	1	23448
17061	1	29296
7867	6	23190
4029	1	21790
25533	1	28179
38180	6	39493
31488	1	26397
31489	1	22061
4159	1	3690
17915	1	17117
32786	1	17530
30462	6	16415
7548	6	38048
20513	2	28943
15803	1	14059
15842	6	14742
1087	6	28085
2202	6	2171
38684	6	22887
14398	2	15057
9900	7	1641
16611	1	12977
31747	0	27925
21255	1	38794
666	6	25647
36243	1	19107
5907	6	32589
17829	1	21357
18373	1	25478
6193	7	12035
34864	7	23171
1945	1	17549
25950	6	17270
972	7	2217
21249	10	22213
18890	1	16234
26259	6	8793
1221	6	8191
10685	7	15011
3105	6	13540
39962	1	19296
25809	6	4485
11164	7	11896
39780	1	11949
18988	1	17530
20011	1	31486
29409	5	33467
34316	1	10230
36050	6	27667
29641	6	34312
1527	1	13726
14376	6	28639
40139	6	19308
21409	1	10897
21662	1	27423
20868	6	6404
36502	6	2328
16814	1	32610
36997	1	13237
7476	7	6813
29508	1	5029
22366	10	1237
12347	1	35444
2533	6	1534
6356	3	3420
29981	1	18607
26343	0	12959
4105	1	39125
11681	7	30173
29100	6	18083
34327	7	39409
1127	1	17755
13315	1	2174
22788	1	9786
9015	7	1777
35188	7	7532
31687	6	11158
23109	6	38808
12543	1	34222
39289	6	17482
31400	6	24874
14938	1	32447
23904	6	2028
19454	7	6436
16948	6	28324
22860	0	29329
23718	6	27450
3	6	11489
15116	6	11205
14750	6	9490
28148	1	8782
5618	6	33917
28944	2	4506
5315	1	39269
9661	1	30566
34948	6	25396
1540	1	21272
8950	6	39656
14963	1	33925
27471	1	37757
12371	6	18363
33874	6	7060
22803	1	322
8878	2	33233
29910	6	29405
36514	1	37987
15235	6	29541
32928	7	8611
2793	7	22074
9985	1	36265
484	1	24547
33032	1	36922
18469	6	33874
33615	7	35188
6708	1	472
5259	1	5916
29833	1	7420
9047	1	14078
28976	6	36297
15145	6	18537
31307	6	7317
19446	6	19723
28848	8	19034
8360	6	23461
26638	6	28423
24695	1	17530
38739	6	2137
12246	1	16120
24526	5	2378
25121	1	24096
5048	2	34157
996	10	21370
8212	1	39482
6880	1	13819
20559	1	19994
36456	6	28479
6389	1	24741
30591	1	13237
10535	1	14072
5301	4	17376
19871	6	26279
36057	7	29107
11605	6	830
9622	6	11467
10095	6	37269
39274	6	18273
2561	1	37953
21273	7	30030
10263	6	10981
26570	7	14323
33964	1	22255
36617	6	6467
16357	1	10743
22564	1	19740
576	6	5253
23388	1	12975
17343	1	36763
9883	1	320
2765	7	4851
39776	1	39125
2679	7	1649
8420	1	29220
19687	10	14976
32884	5	5413
39909	10	24583
27345	1	26389
32684	6	2119
19251	10	33881
20992	7	29493
1493	6	39406
23864	6	34086
39832	6	36169
38738	6	1134
3878	10	31418
981	6	12274
38453	6	22062
3310	1	2388
10993	1	25276
2771	7	3926
29544	6	9027
13055	1	15802
38205	1	40331
36407	1	11795
31910	1	26270
32963	0	8647
12742	0	28823
10488	6	8916
30534	7	27991
24689	1	856
18046	6	39504
4624	10	12210
33283	1	27380
35101	1	34714
13361	7	14640
30057	1	36581
27666	10	6294
24380	6	17369
2018	6	22101
14762	0	13384
30561	1	26474
30629	6	4279
31566	6	38530
1111	6	14187
8775	7	7823
1584	6	32194
36964	7	32098
14941	6	17927
10047	6	22381
26159	7	25631
20103	6	729
20453	6	20709
36900	1	15147
8939	2	17092
13012	6	24575
22924	6	36021
11874	1	31000
21414	2	6535
26215	2	16217
21378	6	36442
36525	6	7776
21639	6	9789
15813	1	21672
3651	10	32229
14572	10	13487
39342	1	22387
24934	6	22095
35937	6	2181
11229	1	29826
6576	1	19652
15327	1	9381
30061	1	25739
19831	6	24827
1558	1	30363
25142	1	17466
8810	6	8335
6731	6	11514
5487	6	5235
20698	1	23876
34031	5	25561
33261	1	8191
15959	6	37983
25384	5	31283
21954	1	22290
27965	1	8265
9473	1	20455
19734	1	7932
24099	6	6590
21182	1	33640
4488	6	7796
37330	3	8223
33917	6	21160
15537	1	23049
33096	6	15678
35456	1	14312
1980	1	7728
33400	6	17198
4765	1	25769
24989	6	1865
4768	1	15921
4547	10	20865
27381	1	4276
14862	6	38581
35546	1	20927
8437	6	20472
32782	6	34739
13862	1	16274
16662	6	37527
16440	6	14505
19657	6	10334
9174	7	2528
19577	1	19619
18301	6	9107
38634	7	28787
22921	1	8050
14484	2	34157
15393	6	38514
33829	1	38384
19157	6	22997
15382	6	8861
23728	1	3224
39828	1	20576
20901	6	38983
25163	6	2758
5792	1	34585
30138	6	5521
6344	3	2934
6126	1	30369
22875	7	19344
14248	6	24468
15845	6	10011
18398	6	29781
26253	6	23637
13124	6	18001
6416	6	16713
22009	6	14319
18079	7	38203
32611	1	34400
36476	6	39337
35679	1	30211
24864	1	27001
28290	6	26550
37368	5	5413
8337	1	7817
35464	6	36504
12453	6	10654
24755	10	4587
8840	1	28227
19161	1	21149
29535	1	31361
29366	6	35283
3125	1	7546
9219	2	25804
37378	6	32534
10321	1	25232
16360	1	27162
3359	6	8673
20232	1	12354
38588	6	18130
4147	2	14496
659	1	36156
9045	6	20459
23395	1	27547
1907	6	31017
33564	10	38400
18083	1	5533
